"","GN","UnterGN","Quartal","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"2627","8004427",1,"15/03",2015-09-07,"Ungarn",1910,"GKV","5D001.a","5","D","001a","ELIC"
"2628","8003794",1,"15/03",2015-09-07,"Russland",2486.78,"GKV","2B230","2","B","230","ELIC"
"2629","8004020",1,"15/03",2015-09-07,"Russland",2914.95,"GKV","2B350.d3","2","B","350d3","ELIC"
"2630","8004423",1,"15/03",2015-09-07,"Russland",244489,"GKV","2B001.B","2","B","001B","ELIC"
"2631","8004437",1,"15/03",2015-09-07,"Vereinigte Arabische Emirate",22000,"GKV","2B350.i4","2","B","350i4","ELIC"
"2632","8004440",1,"15/03",2015-09-07,"Kroatien",2000,"5.1","5.1","1","","","ELIC"
"2633","8004440",2,"15/03",2015-09-07,"Kroatien",400,"5.1","5.1","1","","","ELIC"
"2634","8004438",1,"15/03",2015-09-07,"Grossbritannien",344084,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2635","8004443",1,"15/03",2015-09-08,"Bosnien-Herzegowina",320890,"GKV","2B001.a","2","B","001a","ELIC"
"2636","8004442",1,"15/03",2015-09-08,"Taiwan",344,"5.1","5.1","1","","","ELIC"
"2637","8004442",2,"15/03",2015-09-08,"Taiwan",2181.3,"5.1","5.1","1","","","ELIC"
"2638","8004442",3,"15/03",2015-09-08,"Taiwan",428,"5.1","5.1","1","","","ELIC"
"2639","8004442",4,"15/03",2015-09-08,"Taiwan",794,"5.1","5.1","1","","","ELIC"
"2640","8004444",1,"15/03",2015-09-08,"China",497236.72,"GKV","7A003.c1","7","A","003c1","ELIC"
"2641","8004447",1,"15/03",2015-09-08,"Taiwan",84000,"GKV","5A002","5","A","002","ELIC"
"2642","8004449",1,"15/03",2015-09-08,"Türkei",125993,"GKV","2B001.a","2","B","001a","ELIC"
"2643","8004445",1,"15/03",2015-09-08,"Thailand",316600,"GKV","2B001.a","2","B","001a","ELIC"
"2644","8003363",1,"15/03",2015-09-08,"Russland",65970,"GKV","7B003","7","B","003","ELIC"
"2645","8004448",1,"15/03",2015-09-08,"Frankreich",38346.75,"GKV","5D001.a","5","D","001a","ELIC"
"2646","8004454",1,"15/03",2015-09-09,"Indien",15.05,"5.1","5.1","1","","","ELIC"
"2647","8004459",1,"15/03",2015-09-09,"Peru",66400,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"2648","8004462",1,"15/03",2015-09-09,"USA",11946.99,"ChKV","3B.16","3B","16","","ELIC"
"2649","8004455",1,"15/03",2015-09-10,"Frankreich",200,"5.1","5.1","1","","","ELIC"
"2650","8004455",2,"15/03",2015-09-10,"Frankreich",800,"5.1","5.1","1","","","ELIC"
"2651","8004455",3,"15/03",2015-09-10,"Frankreich",1000,"5.1","5.1","1","","","ELIC"
"2652","8004471",1,"15/03",2015-09-10,"USA",1730.75,"ML (GKV)","ML11","11","","","ELIC"
"2653","8004436",1,"15/03",2015-09-10,"Ägypten",2790.55,"GKV","2B350.G2","2","B","350G2","ELIC"
"2654","8004472",1,"15/03",2015-09-10,"Israel",4245,"GKV","2B350.e3","2","B","350e3","ELIC"
"2655","8004472",2,"15/03",2015-09-10,"Israel",39000,"GKV","2B350.c3","2","B","350c3","ELIC"
"2656","8004472",3,"15/03",2015-09-10,"Israel",30440,"GKV","2B350.g1","2","B","350g1","ELIC"
"2657","8004473",1,"15/03",2015-09-10,"Indien",26697.35,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"2658","8004474",1,"15/03",2015-09-10,"Indien",3944.15,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"2659","8004475",1,"15/03",2015-09-10,"China",520075,"GKV","7A103.a","7","A","103a","ELIC"
"2660","8004476",1,"15/03",2015-09-10,"Indien",1281.78,"5.1","5.1","1","","","ELIC"
"2661","8004476",2,"15/03",2015-09-10,"Indien",1450.07,"5.1","5.1","1","","","ELIC"
"2662","8004482",1,"15/03",2015-09-11,"China",667000,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2663","8004481",1,"15/03",2015-09-11,"China",44800,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2664","8004480",1,"15/03",2015-09-11,"China",647100,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2665","8004484",1,"15/03",2015-09-11,"Grossbritannien",271940,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2666","8004486",1,"15/03",2015-09-11,"Pakistan",7896950,"GKV","5A001.h","5","A","001h","ELIC"
"2667","8004489",1,"15/03",2015-09-11,"Ungarn",207426,"GKV","2B201","2","B","201","ELIC"
"2668","8004488",1,"15/03",2015-09-11,"Kirgisistan",720000,"GKV","2B201","2","B","201","ELIC"
"2669","8004493",1,"15/03",2015-09-11,"Kasachstan",1500,"GKV","2B350.g1","2","B","350g1","ELIC"
"2670","8004492",1,"15/03",2015-09-11,"Mali",103775,"GKV","5A002.a1","5","A","002a1","ELIC"
"2671","8004490",1,"15/03",2015-09-11,"Kenia",42137,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2672","8004497",1,"15/03",2015-09-14,"Bangladesh",457163,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2673","8004500",1,"15/03",2015-09-14,"Sri Lanka",203760,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2674","8004502",1,"15/03",2015-09-14,"Türkei",12500,"ML (GKV)","ML13.a","13","a","","ELIC"
"2675","8004504",1,"15/03",2015-09-14,"Türkei",124100,"ML (GKV)","ML13.a","13","a","","ELIC"
"2676","8004505",1,"15/03",2015-09-14,"Türkei",124100,"ML (GKV)","ML13.a","13","a","","ELIC"
"2677","8004513",1,"15/03",2015-09-14,"China",61800,"GKV","3A228.c","3","A","228c","ELIC"
"2678","8004513",2,"15/03",2015-09-14,"China",105780,"GKV","3A001.g2","3","A","001g2","ELIC"
"2679","8004511",1,"15/03",2015-09-14,"USA",1000,"5.1","5.1","1","","","ELIC"
"2680","8004517",1,"15/03",2015-09-15,"Serbien",85000,"5.2","5.2","2","","","ELIC"
"2681","8004434",1,"15/03",2015-09-15,"Russland",1459,"GKV","2B350","2","B","350","ELIC"
"2682","8003678",1,"15/03",2015-09-15,"Russland",24064,"GKV","3A228.c","3","A","228c","ELIC"
"2683","8004160",1,"15/03",2015-09-15,"Russland",5671,"GKV","2B350.g2","2","B","350g2","ELIC"
"2684","8004124",1,"15/03",2015-09-15,"Russland",253382,"GKV","2B001.a","2","B","001a","ELIC"
"2685","8004124",2,"15/03",2015-09-15,"Russland",656444,"GKV","2B001.a","2","B","001a","ELIC"
"2686","8004111",1,"15/03",2015-09-15,"Russland",370000,"GKV","2B001.a","2","B","001a","ELIC"
"2687","8003884",1,"15/03",2015-09-15,"Russland",170365,"GKV","2B001.a","2","B","001a","ELIC"
"2688","8003684",1,"15/03",2015-09-15,"Russland",244137,"GKV","2B201.a1","2","B","201a1","ELIC"
"2689","8004527",1,"15/03",2015-09-16,"Vereinigte Arabische Emirate",69621,"GKV","5A002.a1","5","A","002a1","ELIC"
"2690","8004528",1,"15/03",2015-09-16,"Kenia",64597,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2691","8004512",1,"15/03",2015-09-16,"Iran",20000000,"unbekannt","III.A9.003","","","","ELIC"
"2692","8004529",1,"15/03",2015-09-16,"Kenia",61167,"GKV","5A002.a1","5","A","002a1","ELIC"
"2693","8004531",1,"15/03",2015-09-16,"Vereinigte Arabische Emirate",69621,"GKV","5A002.a1","5","A","002a1","ELIC"
"2694","8004509",1,"15/03",2015-09-16,"Deutschland",100127.1,"GKV","2B001.a","2","B","001a","ELIC"
"2695","8004498",1,"15/03",2015-09-16,"Macau",3200,"ML (GKV)","ML14","14","","","ELIC"
"2696","8004514",1,"15/03",2015-09-16,"Deutschland",166.57,"5.1","5.1","1","","","ELIC"
"2697","8004530",1,"15/03",2015-09-16,"Malaysia",204610,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2698","8004532",1,"15/03",2015-09-16,"China",36630,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2699","8003369",1,"15/03",2015-09-16,"Russland",444219,"GKV","7A103.a","7","A","103a","ELIC"
"2700","8003991",1,"15/03",2015-09-16,"Russland",286900,"GKV","2B001.a","2","B","001a","ELIC"
"2701","8004464",1,"15/03",2015-09-16,"Malaysia",4305.93,"5.1","5.1","1","","","ELIC"
"2702","8004464",2,"15/03",2015-09-16,"Malaysia",4286.28,"5.1","5.1","1","","","ELIC"
"2703","8004533",1,"15/03",2015-09-16,"Deutschland",44250,"GKV","5A001.f1","5","A","001f1","ELIC"
"2704","8004539",1,"15/03",2015-09-16,"Frankreich",14450,"GKV","5D001.a","5","D","001a","ELIC"
"2705","8004544",1,"15/03",2015-09-17,"Tschechien",2500,"GKV","5A001.f2","5","A","001f2","ELIC"
"2706","8004551",1,"15/03",2015-09-17,"Iran",3883,"unbekannt","III.A1.003","","","","ELIC"
"2707","8004551",2,"15/03",2015-09-17,"Iran",25,"unbekannt","III.A1.003","","","","ELIC"
"2708","8004548",1,"15/03",2015-09-17,"Taiwan",216680,"GKV","2B201.a1","2","B","201a1","ELIC"
"2709","8004555",1,"15/03",2015-09-17,"Schweiz",53474,"ML (GKV)","ML05.b","5","b","","ELIC"
"2710","8004552",1,"15/03",2015-09-17,"Taiwan",320965,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"2711","8004367",1,"15/03",2015-09-17,"Mongolei",4500,"GKV","5A001.f1|5A001.f3","5","A","001f1","ELIC"
"2712","8004556",1,"15/03",2015-09-17,"China",368909,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2713","8004557",1,"15/03",2015-09-17,"China",234949,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2714","8004558",1,"15/03",2015-09-17,"China",272378,"GKV","2B001.b2","2","B","001b2","ELIC"
"2715","8004559",1,"15/03",2015-09-17,"China",2845000,"GKV","1B118","1","B","118","ELIC"
"2716","8004563",1,"15/03",2015-09-17,"Indien",1492.64,"5.1","5.1","1","","","ELIC"
"2717","8004563",2,"15/03",2015-09-17,"Indien",2100.88,"5.1","5.1","1","","","ELIC"
"2718","8004563",3,"15/03",2015-09-17,"Indien",876.74,"5.1","5.1","1","","","ELIC"
"2719","8004567",1,"15/03",2015-09-18,"Vereinigte Arabische Emirate",69975,"GKV","5A002.a1","5","A","002a1","ELIC"
"2720","8004579",1,"15/03",2015-09-18,"Armenien",24.06,"ChKV","3B.5|1C350.2","3B","5","","ELIC"
"2721","8004579",2,"15/03",2015-09-18,"Armenien",131.49,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"2722","8004579",3,"15/03",2015-09-18,"Armenien",39.91,"ChKV","3B.9|1C350.30","3B","9","","ELIC"
"2723","8004579",4,"15/03",2015-09-18,"Armenien",60.5,"ChKV","3B.7|1C350.38","3B","7","","ELIC"
"2724","8004578",1,"15/03",2015-09-18,"Grossbritannien",97920,"GKV","5D001.a","5","D","001a","ELIC"
"2725","8004578",2,"15/03",2015-09-18,"Grossbritannien",43350,"GKV","5D001.a","5","D","001a","ELIC"
"2726","8004584",1,"15/03",2015-09-18,"Mexiko",58000,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"2727","8004570",1,"15/03",2015-09-18,"Vereinigte Arabische Emirate",62903,"GKV","5A002.a1","5","A","002a1","ELIC"
"2728","8004571",1,"15/03",2015-09-18,"Vereinigte Arabische Emirate",63265,"GKV","5A002.a1","5","A","002a1","ELIC"
"2729","8004581",1,"15/03",2015-09-18,"Südafrika",4944,"5.1","5.1","1","","","ELIC"
"2730","8004572",1,"15/03",2015-09-18,"Vereinigte Arabische Emirate",63265,"GKV","5A002.a1","5","A","002a1","ELIC"
"2731","8004422",1,"15/03",2015-09-18,"Malaysia",36388.5,"GKV","6A005.a5b","6","A","005a5b","ELIC"
"2732","8004569",1,"15/03",2015-09-18,"Vereinigte Arabische Emirate",63265,"GKV","5A002.a1","5","A","002a1","ELIC"
"2733","8004587",1,"15/03",2015-09-21,"China",7350,"GKV","3A001.a5a4","3","A","001a5a4","ELIC"
"2734","8004590",1,"15/03",2015-09-21,"Iran",47700,"unbekannt","III.A2.010","","","","ELIC"
"2735","8004577",1,"15/03",2015-09-21,"Schweiz",87000,"ML (GKV)","ML05","5","","","ELIC"
"2736","8004577",2,"15/03",2015-09-21,"Schweiz",166000,"ML (GKV)","ML15.b","15","b","","ELIC"
"2737","8004200",1,"15/03",2015-09-21,"China",265000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"2738","8004597",1,"15/03",2015-09-21,"China",184667,"GKV","6A005.a6a","6","A","005a6a","ELIC"
"2739","8004601",1,"15/03",2015-09-21,"Italien",100,"ML (GKV)","ML13","13","","","ELIC"
"2740","8004595",1,"15/03",2015-09-21,"Ungarn",37500,"ML (GKV)","ML04","4","","","ELIC"
"2741","8004607",1,"15/03",2015-09-22,"Türkei",279000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2742","8004608",1,"15/03",2015-09-22,"Türkei",264000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2743","8004609",1,"15/03",2015-09-22,"Türkei",306000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"2744","8004611",1,"15/03",2015-09-22,"Singapur",4250,"GKV","1C231","1","C","231","ELIC"
"2745","8004612",1,"15/03",2015-09-22,"Litauen",2350,"GKV","1C231","1","C","231","ELIC"
"2746","8004626",1,"15/03",2015-09-22,"Vereinigte Arabische Emirate",4500,"5.1","5.1","1","","","ELIC"
"2747","8004625",1,"15/03",2015-09-22,"Iran",2237.98,"5.1","5.1","1","","","ELIC"
"2748","8004625",2,"15/03",2015-09-22,"Iran",12460.5,"5.1","5.1","1","","","ELIC"
"2749","8004618",1,"15/03",2015-09-22,"China",260000,"GKV","2B001.a","2","B","001a","ELIC"
"2750","8004624",1,"15/03",2015-09-22,"China",154612,"GKV","2B001.a","2","B","001a","ELIC"
"2751","8004631",1,"15/03",2015-09-22,"Weissrussland",4000,"GKV","2B350.i3","2","B","350i3","ELIC"
"2752","8004631",2,"15/03",2015-09-22,"Weissrussland",3200,"GKV","2B350.d3","2","B","350d3","ELIC"
"2753","8004631",3,"15/03",2015-09-22,"Weissrussland",15930,"GKV","2B350.g3","2","B","350g3","ELIC"
"2754","8004546",1,"15/03",2015-09-22,"Russland",9482.6,"GKV","2B350.i4","2","B","350i4","ELIC"
"2755","8004546",2,"15/03",2015-09-22,"Russland",13483,"GKV","2B350.i4","2","B","350i4","ELIC"
"2756","8004633",1,"15/03",2015-09-22,"China",1160000,"GKV","2B201.a1|2B001.b2","2","B","201a1","ELIC"
"2757","8004638",1,"15/03",2015-09-22,"Frankreich",7125,"GKV","5A001.f1","5","A","001f1","ELIC"
"2758","8004568",1,"15/03",2015-09-22,"Venezuela",50679.75,"GKV","3A002.g2","3","A","002g2","ELIC"
"2759","8004603",1,"15/03",2015-09-23,"Frankreich",250,"5.1","5.1","1","","","ELIC"
"2760","8004645",1,"15/03",2015-09-23,"Iran",9305,"unbekannt","III.A1.003","","","","ELIC"
"2761","8004645",2,"15/03",2015-09-23,"Iran",70,"unbekannt","III.A1.003","","","","ELIC"
"2762","8004646",1,"15/03",2015-09-23,"Türkei",3900,"ML (GKV)","ML13.a","13","a","","ELIC"
"2763","8004646",2,"15/03",2015-09-23,"Türkei",4200,"ML (GKV)","ML13.a","13","a","","ELIC"
"2764","8004654",1,"15/03",2015-09-23,"Indien",2670,"5.1","5.1","1","","","ELIC"
"2765","8004654",2,"15/03",2015-09-23,"Indien",1170,"5.1","5.1","1","","","ELIC"
"2766","8004654",3,"15/03",2015-09-23,"Indien",1375,"5.1","5.1","1","","","ELIC"
"2767","8004643",1,"15/03",2015-09-23,"China",1740,"GKV","1C231","1","C","231","ELIC"
"2768","8004659",1,"15/03",2015-09-23,"Tunesien",35000,"GKV","9A012.a","9","A","012a","ELIC"
"2769","8004667",1,"15/03",2015-09-24,"Indonesien",148059,"ML (GKV)","ML05.b","5","b","","ELIC"
"2770","8004606",1,"15/03",2015-09-24,"Mexiko",12100,"GKV","2B352.D","2","B","352D","ELIC"
"2771","8003937",1,"15/03",2015-09-24,"Indien",9350,"GKV","2D002","2","D","002","ELIC"
"2772","8004413",1,"15/03",2015-09-24,"Niederlande",113000,"GKV","0B001.b141b","0","B","001b141b","ELIC"
"2773","8004655",1,"15/03",2015-09-24,"Italien",259.15,"5.1","5.1","1","","","ELIC"
"2774","8004669",1,"15/03",2015-09-24,"Italien",87705,"GKV","2B006.b2","2","B","006b2","ELIC"
"2775","8004670",1,"15/03",2015-09-24,"Frankreich",63000,"GKV","2B006.b2","2","B","006b2","ELIC"
"2776","8004675",1,"15/03",2015-09-24,"China",257258,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"2777","8004684",1,"15/03",2015-09-24,"Weissrussland",1697,"GKV","2B350.g2","2","B","350g2","ELIC"
"2778","8004687",1,"15/03",2015-09-25,"Hong Kong",32550,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2779","8004690",1,"15/03",2015-09-25,"Vereinigte Arabische Emirate",921,"GKV","3A001.a.6.b","3","A","001a6b","ELIC"
"2780","8004702",1,"15/03",2015-09-27,"Schweiz",13030,"ML (GKV)","ML15.c","15","c","","ELIC"
"2781","8004703",1,"15/03",2015-09-27,"Schweiz",6420,"ML (GKV)","ML15.c","15","c","","ELIC"
"2782","8004453",1,"15/03",2015-09-28,"Schweiz",336538,"GKV","3A001","3","A","001","ELIC"
"2783","8004550",1,"15/03",2015-09-28,"Taiwan",349853,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"2784","8004686",1,"15/03",2015-09-28,"USA",250,"5.1","5.1","1","","","ELIC"
"2785","8004686",2,"15/03",2015-09-28,"USA",1100,"5.1","5.1","1","","","ELIC"
"2786","8004692",1,"15/03",2015-09-28,"Deutschland",85493,"GKV","2B001.a","2","B","001a","ELIC"
"2787","8004714",1,"15/03",2015-09-28,"Deutschland",2462.22,"GKV","3A225","3","A","225","ELIC"
"2788","8004715",1,"15/03",2015-09-28,"Deutschland",1425.88,"GKV","3A225","3","A","225","ELIC"
"2789","8004717",1,"15/03",2015-09-28,"Deutschland",1069.41,"GKV","3A225","3","A","225","ELIC"
"2790","8004716",1,"15/03",2015-09-28,"Taiwan",143500,"GKV","2B201.b1","2","B","201b1","ELIC"
"2791","8004718",1,"15/03",2015-09-28,"Philippinen",370000,"GKV","2B201.b1","2","B","201b1","ELIC"
"2792","8004711",1,"15/03",2015-09-29,"Brasilien",26150,"GKV","1B118.a","1","B","118a","ELIC"
"2793","8004721",1,"15/03",2015-09-29,"Frankreich",100,"5.1","5.1","1","","","ELIC"
"2794","8004728",1,"15/03",2015-09-29,"Deutschland",1425.9,"GKV","3A225","3","A","225","ELIC"
"2795","8004729",1,"15/03",2015-09-30,"Slowakei",5916,"GKV","3A228.c","3","A","228c","ELIC"
"2796","8004465",1,"15/03",2015-09-30,"Russland",272632,"GKV","2B201.a","2","B","201a","ELIC"
"2797","8004734",1,"15/03",2015-09-30,"Indien",8739.5,"5.1","5.1","1","","","ELIC"
"2798","8004735",1,"15/03",2015-09-30,"China",11520,"GKV","3A228.c","3","A","228c","ELIC"
"2799","8004740",1,"15/03",2015-09-30,"China",8366.6,"GKV","2D002","2","D","002","ELIC"
"2800","8004737",1,"15/03",2015-09-30,"Taiwan",5525.3,"GKV","2D002","2","D","002","ELIC"
"2801","8004605",1,"15/03",2015-09-30,"Grossbritannien",135000,"GKV","0B001.b141b","0","B","001b141b","ELIC"
"2802","8004744",1,"15/03",2015-09-30,"China",666960,"GKV","2B001.b2.b3|2B201.a","2","B","001b2b3","ELIC"
"2803","8004756",1,"15/03",2015-09-30,"Indien",391906,"GKV","2B201.b","2","B","201b","ELIC"
"2804","8004749",1,"15/03",2015-09-30,"Ghana",159333,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"2805","8004765",1,"15/04",2015-10-01,"China",205000,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2806","8004764",1,"15/04",2015-10-01,"China",139000,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"2807","8004763",1,"15/04",2015-10-01,"China",150000,"GKV","3A001.a5a2","3","A","001a5a2","ELIC"
"2808","8004736",1,"15/04",2015-10-01,"Indien",763876,"GKV","5B001.a|5b001.a","5","B","001a","ELIC"
"2809","8004738",1,"15/04",2015-10-01,"Thailand",313055,"GKV","2B001.c2|2B201.b2","2","B","001c2","ELIC"
"2810","8004767",1,"15/04",2015-10-01,"Italien",83000,"GKV","2B350.g2","2","B","350g2","ELIC"
"2811","8004760",1,"15/04",2015-10-01,"Luxemburg",240.65,"5.1","5.1","1","","","ELIC"
"2812","8004777",1,"15/04",2015-10-01,"Thailand",313055,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"2813","8003989",1,"15/04",2015-10-02,"Pakistan",1099332,"GKV","5A001.f3.a","5","A","001f3a","ELIC"
"2814","8003996",1,"15/04",2015-10-02,"Pakistan",983987,"GKV","5A001.f3.a","5","A","001f3a","ELIC"
"2815","8003990",1,"15/04",2015-10-02,"Pakistan",550185,"GKV","5A001.f3.a","5","A","001f3a","ELIC"
"2816","8004780",1,"15/04",2015-10-02,"Afghanistan",35165.47,"ML (GKV)","ML10.a","10","a","","ELIC"
"2817","8004781",1,"15/04",2015-10-02,"Afghanistan",35165.47,"ML (GKV)","ML10.a","10","a","","ELIC"
"2818","8004784",1,"15/04",2015-10-02,"Marokko",265000,"5.2","5.2","2","","","ELIC"
"2819","8004786",1,"15/04",2015-10-03,"Algerien",408,"GKV","3A225","3","A","225","ELIC"
"2820","8004791",1,"15/04",2015-10-03,"Marokko",500000,"GKV","7A103.a","7","A","103a","ELIC"
"2821","8004778",1,"15/04",2015-10-03,"Vereinigte Arabische Emirate",0,"GKV","5D002","5","D","002","ELIC"
"2822","8004778",2,"15/04",2015-10-03,"Vereinigte Arabische Emirate",0,"GKV","5D002","5","D","002","ELIC"
"2823","8004793",1,"15/04",2015-10-03,"China",9125,"5.1","5.1","1","","","ELIC"
"2824","8004793",2,"15/04",2015-10-03,"China",2405,"5.1","5.1","1","","","ELIC"
"2825","8004793",3,"15/04",2015-10-03,"China",12910,"5.1","5.1","1","","","ELIC"
"2826","8004793",4,"15/04",2015-10-03,"China",10612,"5.1","5.1","1","","","ELIC"
"2827","8004789",1,"15/04",2015-10-03,"Indien",669507,"GKV","2B201.b1","2","B","201b1","ELIC"
"2828","8004673",1,"15/04",2015-10-05,"Türkei",425000,"ML (GKV)","ML13.a","13","a","","ELIC"
"2829","8004724",1,"15/04",2015-10-05,"Thailand",0,"GKV","5D002","5","D","002","ELIC"
"2830","8004745",1,"15/04",2015-10-05,"Weissrussland",9729,"GKV","5A002.a1","5","A","002a1","ELIC"
"2831","8003828",1,"15/04",2015-10-05,"Kuwait",83780,"GKV","5E002.a","5","E","002a","ELIC"
"2832","8003828",2,"15/04",2015-10-05,"Kuwait",18000,"GKV","5E002.a","5","E","002a","ELIC"
"2833","8003828",3,"15/04",2015-10-05,"Kuwait",21270,"GKV","5E002.a","5","E","002a","ELIC"
"2834","8004812",1,"15/04",2015-10-05,"Indonesien",90000,"GKV","9A012","9","A","012","ELIC"
"2835","8004678",1,"15/04",2015-10-05,"Russland",18223,"GKV","2B350.g","2","B","350g","ELIC"
"2836","8004678",2,"15/04",2015-10-05,"Russland",1132,"GKV","2B350.g","2","B","350g","ELIC"
"2837","8004678",3,"15/04",2015-10-05,"Russland",6263,"GKV","2B350.g","2","B","350g","ELIC"
"2838","8004683",1,"15/04",2015-10-05,"Russland",2041,"GKV","2B350.g2","2","B","350g2","ELIC"
"2839","8004806",1,"15/04",2015-10-06,"Indien",800000,"GKV","2B001.b3","2","B","001b3","ELIC"
"2840","8004803",1,"15/04",2015-10-06,"Deutschland",361910.42,"GKV","2B001","2","B","001","ELIC"
"2841","8004817",1,"15/04",2015-10-06,"China",200000,"GKV","6A005.B.6.A","6","A","005B6A","ELIC"
"2842","8004801",1,"15/04",2015-10-06,"Thailand",47447,"GKV","3A002.g2","3","A","002g2","ELIC"
"2843","8004814",1,"15/04",2015-10-06,"Weissrussland",41780.81,"GKV","2B350.d3","2","B","350d3","ELIC"
"2844","8004799",1,"15/04",2015-10-06,"Deutschland",2446.41,"GKV","3A225","3","A","225","ELIC"
"2845","8004824",1,"15/04",2015-10-06,"Slowakei",354944,"GKV","2B201.b1","2","B","201b1","ELIC"
"2846","8004827",1,"15/04",2015-10-06,"Indien",1596,"5.1","5.1","1","","","ELIC"
"2847","8004829",1,"15/04",2015-10-06,"China",683514,"GKV","2B001.a","2","B","001a","ELIC"
"2848","8004835",1,"15/04",2015-10-06,"China",250000,"GKV","2B001.a","2","B","001a","ELIC"
"2849","8004833",1,"15/04",2015-10-06,"Deutschland",1776.48,"GKV","3A225","3","A","225","ELIC"
"2850","8004825",1,"15/04",2015-10-06,"Taiwan",276880,"GKV","2B001.a","2","B","001a","ELIC"
"2851","8004836",1,"15/04",2015-10-06,"China",236000,"GKV","2B001.a","2","B","001a","ELIC"
"2852","8004838",1,"15/04",2015-10-07,"Vietnam",247625,"ML (GKV)","ML05.b","5","b","","ELIC"
"2853","8004841",1,"15/04",2015-10-07,"Kanada",800,"5.1","5.1","1","","","ELIC"
"2854","8004844",1,"15/04",2015-10-07,"China",483,"5.1","5.1","1","","","ELIC"
"2855","8004844",2,"15/04",2015-10-07,"China",1720,"5.1","5.1","1","","","ELIC"
"2856","8004844",3,"15/04",2015-10-07,"China",765,"5.1","5.1","1","","","ELIC"
"2857","8004844",4,"15/04",2015-10-07,"China",8470,"5.1","5.1","1","","","ELIC"
"2858","8004844",5,"15/04",2015-10-07,"China",227,"5.1","5.1","1","","","ELIC"
"2859","8004844",6,"15/04",2015-10-07,"China",10320,"5.1","5.1","1","","","ELIC"
"2860","8004848",1,"15/04",2015-10-07,"Israel",35245,"GKV","3A001.a10c","3","A","001a10c","ELIC"
"2861","8004852",1,"15/04",2015-10-07,"Frankreich",6375,"GKV","5D001.a","5","D","001a","ELIC"
